usn,name,department,semester,attendance,internal_marks,assignment_score,quiz_score,lab_marks,semester_marks,study_hours
1RV21ECE2025,Neha Naik,ECE,2,63.75,28.99,32.69,23.01,35.24,96.04,2.68
1RV21ECE2026,Uday Murthy,ECE,2,70.71,27.74,19.77,25.45,24.4,91.24,5.33
1RV21ECE2027,Sneha Sharma,ECE,2,80.53,33.44,9.03,29.25,45.17,135.18,5.63
1RV21ECE2028,Ashwin Menon,ECE,2,78.09,34.9,26.67,17.98,23.6,120.85,0.2
1RV21ECE2029,Sneha Yadav,ECE,2,77.45,33.44,28.09,14.62,35.08,137.37,3.52
1RV21ECE2030,Nikhil Mehra,ECE,2,93.82,39.81,19.64,40.37,38.9,132.48,5.05
1RV21ECE2031,Bharath Naik,ECE,2,75.35,36.65,22.61,33.79,48.64,170.7,1.93
1RV21ECE2032,Swathi Mehra,ECE,2,75.55,38.75,29.52,15.05,42.04,107.96,4.72
1RV21ECE2033,Yogesh Singh,ECE,2,59.12,26.08,32.25,5.0,30.41,132.93,1.79
1RV21ECE2034,Karthik Kamath,ECE,2,75.54,27.47,23.17,37.32,30.68,103.96,4.71
1RV21ECE2035,Swathi Reddy,ECE,2,75.49,19.18,39.85,5.84,19.33,89.27,2.78
1RV21ECE2036,Hari Iyer,ECE,2,66.71,32.97,36.52,34.41,26.64,112.47,5.02
1RV21ECE2037,Uday Prasad,ECE,2,59.2,25.95,37.84,32.54,20.64,96.32,5.76
1RV21ECE2038,Meera Bansal,ECE,2,54.3,24.97,27.85,31.87,22.76,95.89,0.2
1RV21ECE2039,Akshata Iyer,ECE,2,83.21,31.73,34.59,25.63,32.91,95.7,5.92
1RV21ECE2040,Abhishek Patil,ECE,2,38.32,19.82,32.73,21.93,29.73,59.04,3.48
1RV21ECE2041,Rahul Prasad,ECE,2,97.95,39.47,26.13,25.82,16.61,155.64,4.47
1RV21ECE2042,Kiran Kapoor,ECE,2,82.34,35.6,17.4,27.13,40.05,106.33,4.61
1RV21ECE2043,Vikram Verma,ECE,2,51.68,22.56,26.19,22.06,20.05,66.83,3.52
1RV21ECE2044,Chetan Acharya,ECE,2,76.55,30.66,17.99,36.64,37.04,107.79,4.38
1RV21ECE2045,Deepika Bansal,ECE,2,53.69,17.27,34.51,36.92,38.05,49.41,2.11
1RV21ECE2046,Ishita Pillai,ECE,2,57.19,25.64,24.65,27.37,27.22,91.86,2.16
1RV21ECE2047,Basavaraj Hegde,ECE,2,91.38,30.82,45.33,29.46,38.53,134.03,4.72
1RV21ECE2048,Santhosh Yadav,ECE,2,71.66,34.17,41.66,27.31,41.32,117.29,2.51
1RV21ECE2049,Rohan Murthy,ECE,2,48.24,19.47,35.88,29.81,27.63,100.75,3.06
1RV21ECE2050,Vivek Gowda,ECE,2,66.21,26.52,35.12,37.67,20.41,101.7,3.23
1RV21ECE2051,Ajay Gupta,ECE,2,90.1,37.63,24.58,5.0,18.92,138.27,4.52
1RV21ECE2052,Hari Mehra,ECE,2,75.95,34.7,29.07,28.22,42.05,114.45,5.06
1RV21ECE2053,Deepak Reddy,ECE,2,60.95,32.92,24.82,22.28,41.52,107.0,4.46
1RV21ECE2054,Ajay Reddy,ECE,2,47.94,37.53,21.61,29.54,39.13,104.45,4.11
1RV21ECE2055,Abhishek Dubey,ECE,2,92.69,37.42,24.94,22.39,31.31,146.07,7.38
1RV21ECE2056,Akshata Swamy,ECE,2,63.14,25.16,28.21,36.85,39.59,104.46,0.2
1RV21ECE2057,Manish Dubey,ECE,2,85.19,33.39,44.42,17.79,24.55,108.81,3.87
1RV21ECE2058,Santhosh Joshi,ECE,2,75.34,37.98,47.51,29.64,32.74,111.31,7.89
1RV21ECE2059,Arvind Patel,ECE,2,32.9,23.42,48.31,12.2,28.67,99.36,4.4
1RV21ECE2060,Pramod Aggarwal,ECE,2,76.75,33.04,42.87,28.96,37.5,113.7,1.93
1RV21ECE2061,Manoj Kulkarni,ECE,2,46.84,23.27,27.71,17.66,37.26,67.67,4.27
1RV21ECE2062,Karthik Raju,ECE,2,78.47,34.56,28.27,26.59,40.22,121.06,0.2
1RV21ECE2063,Shreya Gowda,ECE,2,88.71,50.0,17.14,33.67,24.12,132.37,4.95
1RV21ECE2064,Siddharth Bansal,ECE,2,58.35,26.88,20.26,22.18,42.42,94.82,1.09
1RV21ECE2065,Sagar Kumar,ECE,2,51.52,24.18,31.37,25.13,41.88,85.8,1.17
1RV21ECE2066,Srinivas Murthy,ECE,2,86.9,28.99,28.57,36.69,33.28,106.87,4.42
1RV21ECE2067,Venkat Tiwari,ECE,2,77.11,38.33,43.37,19.8,39.26,120.4,3.02
1RV21ECE2068,Pavan Joshi,ECE,2,64.12,32.84,42.0,38.89,24.03,100.77,4.49
1RV21ECE2069,Arjun Nair,ECE,2,35.31,23.03,46.42,14.14,37.72,81.37,1.81
1RV21ECE2070,Deepak Joshi,ECE,2,48.46,31.85,38.49,24.91,28.16,93.37,0.7
1RV21ECE2071,Rakesh Aggarwal,ECE,2,85.77,35.2,17.49,40.82,40.9,118.72,2.95
1RV21ECE2072,Suresh Nair,ECE,2,61.83,28.87,26.78,21.65,44.61,113.85,3.14
1RV21ECE2073,Varun Joshi,ECE,2,99.5,32.75,47.02,28.42,41.53,133.55,0.23
1RV21ECE2074,Yogesh Mishra,ECE,2,70.26,32.2,43.29,16.83,32.41,131.39,4.67
1RV21ECE2075,Bhavya Mehra,ECE,2,65.8,38.34,32.91,21.21,32.21,127.79,2.91
1RV21ECE2076,Karthik Kapoor,ECE,2,77.74,36.86,22.84,31.06,29.63,119.22,4.06
1RV21ECE2077,Venkat Aggarwal,ECE,2,56.0,18.71,18.45,21.8,45.64,72.77,3.19
1RV21ECE2078,Sachin Acharya,ECE,2,73.54,28.77,37.17,38.58,34.92,96.8,3.03
1RV21ECE2079,Vikram Joshi,ECE,2,65.36,25.36,17.98,25.73,26.87,77.48,5.75
1RV21ECE2080,Sagar Rao,ECE,2,87.44,28.49,31.57,50.0,20.36,111.69,5.9
1RV21ECE2081,Swathi Desai,ECE,2,15.34,9.26,26.8,32.61,20.93,30.0,2.08
1RV21ECE2082,Varun Aggarwal,ECE,2,55.41,26.93,38.24,29.92,35.23,67.98,4.2
1RV21ECE2083,Shreya Aggarwal,ECE,2,87.58,37.61,23.56,40.19,30.12,133.05,3.94
1RV21ECE2084,Priya Patel,ECE,2,83.18,33.76,42.01,28.58,26.6,116.9,5.07
1RV21ECE2085,Tejas Aggarwal,ECE,2,99.5,39.01,36.53,47.56,40.08,136.68,3.02
1RV21ECE2086,Vikram Verma,ECE,2,70.73,35.49,39.21,43.5,16.66,93.66,4.27
1RV21ECE2087,Amit Dubey,ECE,2,61.67,37.77,25.04,40.49,34.55,141.58,4.65
1RV21ECE2088,Gayathri Gowda,ECE,2,36.13,24.43,28.46,50.0,36.02,57.34,1.03
1RV21ECE2089,Uday Bansal,ECE,2,52.42,30.51,41.0,14.2,28.83,86.95,5.32
1RV21ECE2090,Murali Singh,ECE,2,73.47,24.91,43.58,23.64,41.39,107.49,5.05
1RV21ECE2091,Karthik Pillai,ECE,2,85.75,33.65,41.34,29.97,25.15,125.75,6.09
1RV21ECE2092,Sagar Patel,ECE,2,57.26,27.57,24.51,42.16,18.94,117.35,2.47
1RV21ECE2093,Aditya Yadav,ECE,2,67.0,23.88,27.25,14.97,50.0,95.86,2.57
1RV21ECE2094,Divya Deshpande,ECE,2,48.93,22.32,30.64,12.0,29.3,73.46,5.68
1RV21ECE2095,Manish Yadav,ECE,2,65.21,33.36,28.54,37.51,26.8,115.56,4.35
1RV21ECE2096,Vivek Aggarwal,ECE,2,80.96,32.74,28.3,14.6,28.0,116.32,7.77
1RV21ECE2097,Venkat Kapoor,ECE,2,70.21,33.88,23.11,21.47,26.54,119.63,0.84
1RV21ECE2098,Pooja Murthy,ECE,2,74.66,39.1,33.5,34.39,41.93,106.17,1.62
1RV21ECE2099,Girish Aggarwal,ECE,2,60.59,32.45,35.39,45.57,32.33,102.6,6.21
1RV21ECE2100,Tejas Kulkarni,ECE,2,56.52,35.8,39.93,26.42,27.14,104.52,5.9
1RV21ECE3001,Jagadish Verma,ECE,3,71.39,35.23,38.9,16.33,38.67,109.5,2.67
1RV21ECE3002,Rashmita Tiwari,ECE,3,46.1,19.94,30.29,37.53,37.69,78.46,2.29
1RV21ECE3003,Deepika Bansal,ECE,3,51.94,20.95,16.87,37.72,39.98,88.97,4.88
1RV21ECE3004,Jagadish Prasad,ECE,3,76.21,28.94,26.02,28.26,36.29,102.09,3.57
1RV21ECE3005,Shreya Saxena,ECE,3,26.77,22.41,21.65,23.87,29.09,56.2,2.07
1RV21ECE3006,Uday Mishra,ECE,3,45.6,28.04,38.86,25.73,34.63,75.32,4.02
1RV21ECE3007,Anand Gowda,ECE,3,48.92,17.84,14.78,16.4,24.95,88.12,4.67
1RV21ECE3008,Vikram Saxena,ECE,3,74.49,39.07,21.88,34.2,31.01,137.76,5.29
1RV21ECE3009,Ajay Aggarwal,ECE,3,60.1,25.17,26.36,19.28,13.01,76.23,2.05
1RV21ECE3010,Chetan Iyer,ECE,3,99.5,48.74,29.19,17.95,24.07,178.08,0.62
1RV21ECE3011,Amit Menon,ECE,3,99.5,31.66,42.81,28.07,35.3,126.05,3.41
1RV21ECE3012,Chetan Saxena,ECE,3,74.19,27.83,35.4,20.01,36.93,82.95,2.76
1RV21ECE3013,Kiran Kulkarni,ECE,3,76.34,38.19,47.03,18.38,48.6,168.93,3.03
1RV21ECE3014,Sneha Reddy,ECE,3,62.0,35.41,46.35,11.67,10.53,117.38,4.24
1RV21ECE3015,Ashwin Tiwari,ECE,3,90.57,31.96,42.65,21.48,21.93,126.72,4.26
1RV21ECE3016,Sanjana Nair,ECE,3,54.84,24.54,30.56,10.18,31.17,83.18,2.11
1RV21ECE3017,Sharath Kapoor,ECE,3,38.46,31.78,15.79,20.86,38.82,101.86,3.14
1RV21ECE3018,Sagar Bhat,ECE,3,61.24,25.07,30.88,31.65,28.53,66.57,4.01
1RV21ECE3019,Sneha Malhotra,ECE,3,74.38,27.07,38.68,31.29,32.81,86.16,1.48
1RV21ECE3020,Akshata Raju,ECE,3,68.48,19.99,50.0,26.16,36.24,78.22,1.21
1RV21ECE3021,Sachin Kapoor,ECE,3,68.43,38.39,18.5,21.24,26.85,111.48,3.47
1RV21ECE3022,Mohan Rao,ECE,3,66.01,30.78,32.86,29.77,24.29,96.18,2.54
1RV21ECE3023,Rajesh Sharma,ECE,3,68.75,21.91,43.85,18.35,26.33,76.94,4.92
1RV21ECE3024,Nandini Mishra,ECE,3,96.49,42.87,41.1,50.0,36.35,167.39,3.01
1RV21ECE3025,Mahesh Mishra,ECE,3,70.3,24.41,19.08,38.83,30.18,86.03,0.45
1RV21ECE3026,Rahul Desai,ECE,3,54.68,25.24,25.04,33.49,38.89,79.41,6.33
1RV21ECE3027,Santhosh Gupta,ECE,3,50.64,30.16,24.47,28.98,31.95,93.02,5.26
1RV21ECE3028,Swathi Dubey,ECE,3,61.81,26.92,27.36,41.62,24.66,110.27,2.98
1RV21ECE3029,Harish Deshpande,ECE,3,66.1,39.85,29.56,42.56,17.9,128.8,3.64
1RV21ECE3030,Kavya Dubey,ECE,3,95.35,34.58,43.06,33.91,41.25,117.17,0.49
1RV21ECE3031,Vivek Raju,ECE,3,76.51,34.4,23.36,30.58,29.78,128.32,4.28
1RV21ECE3032,Yashwanth Yadav,ECE,3,71.11,39.03,25.64,26.55,26.61,129.63,2.75
1RV21ECE3033,Tejas Nair,ECE,3,90.82,32.16,29.76,40.34,42.82,114.46,4.78
1RV21ECE3034,Bharath Acharya,ECE,3,63.62,27.79,47.4,27.33,34.18,59.66,7.35
1RV21ECE3035,Ganesh Desai,ECE,3,72.82,33.53,36.64,27.05,20.88,128.24,5.24
1RV21ECE3036,Chetan Yadav,ECE,3,83.35,33.03,26.89,20.05,33.5,125.67,3.65
1RV21ECE3037,Rajesh Swamy,ECE,3,89.81,38.26,29.76,27.62,39.7,137.92,4.43
1RV21ECE3038,Akash Kapoor,ECE,3,82.39,44.24,30.36,29.65,20.82,121.99,5.15
1RV21ECE3039,Priya Malhotra,ECE,3,72.53,37.23,23.52,10.24,39.06,134.79,5.12
1RV21ECE3040,Sachin Prasad,ECE,3,69.19,49.46,41.59,21.68,24.15,152.7,2.19
1RV21ECE3041,Hari Kamath,ECE,3,63.65,25.28,39.55,30.65,36.03,114.32,5.52
1RV21ECE3042,Gayathri Mishra,ECE,3,55.47,32.73,37.19,27.44,26.08,111.12,6.19
1RV21ECE3043,Vishal Singh,ECE,3,63.88,28.5,21.7,25.62,14.32,93.31,0.2
1RV21ECE3044,Karthik Deshpande,ECE,3,87.63,46.59,36.07,33.32,32.2,157.57,1.0
1RV21ECE3045,Hari Malhotra,ECE,3,83.27,41.5,32.44,26.63,39.25,153.94,0.2
1RV21ECE3046,Siddharth Singh,ECE,3,76.84,31.94,24.96,29.65,33.54,104.59,6.49
1RV21ECE3047,Hari Aggarwal,ECE,3,80.87,41.35,31.96,23.25,14.88,135.7,4.1
1RV21ECE3048,Bharath Deshpande,ECE,3,99.5,47.25,5.0,23.76,23.82,177.62,3.14
1RV21ECE3049,Vikram Acharya,ECE,3,85.59,26.84,31.2,13.31,28.66,115.57,4.68
1RV21ECE3050,Keerthana Mehra,ECE,3,83.65,37.56,36.43,22.88,28.63,134.72,1.04
1RV21ECE3051,Abhishek Shetty,ECE,3,89.55,38.02,36.28,28.28,42.07,145.34,4.92
1RV21ECE3052,Kiran Kulkarni,ECE,3,58.5,28.81,43.75,16.78,29.66,115.78,2.56
1RV21ECE3053,Karthik Bansal,ECE,3,78.52,39.87,43.37,23.25,32.69,117.27,4.82
1RV21ECE3054,Riya Dubey,ECE,3,70.36,38.87,27.98,49.05,10.89,107.22,3.4
1RV21ECE3055,Shreya Bhat,ECE,3,77.85,34.21,41.4,45.09,39.97,109.84,5.69
1RV21ECE3056,Rahul Menon,ECE,3,99.5,39.42,40.42,17.95,45.05,142.78,2.97
1RV21ECE3057,Rahul Malhotra,ECE,3,83.39,44.59,25.05,28.51,42.37,128.53,2.16
1RV21ECE3058,Anjali Acharya,ECE,3,61.69,27.95,34.79,29.13,37.56,88.37,4.13
1RV21ECE3059,Sanjana Gowda,ECE,3,50.76,25.02,34.32,24.09,39.92,77.26,2.76
1RV21ECE3060,Kavya Iyer,ECE,3,75.99,36.58,28.97,39.77,40.9,130.32,3.86
1RV21ECE3061,Jagadish Tiwari,ECE,3,44.98,26.73,31.57,37.04,39.85,106.69,7.24
1RV21ECE3062,Uday Mehra,ECE,3,59.2,28.28,26.64,35.94,22.84,116.15,3.43
1RV21ECE3063,Jagadish Bhat,ECE,3,87.9,37.34,35.26,22.04,25.15,135.69,7.41
1RV21ECE3064,Uday Sharma,ECE,3,51.91,22.6,31.49,45.86,30.2,64.55,3.45
1RV21ECE3065,Akash Verma,ECE,3,79.62,25.24,39.55,35.43,44.05,114.76,2.86
1RV21ECE3066,Lakshmi Kulkarni,ECE,3,53.73,22.01,35.74,29.97,30.99,75.92,2.57
1RV21ECE3067,Hari Kapoor,ECE,3,69.94,29.15,13.5,33.29,37.46,93.4,3.93
1RV21ECE3068,Jagadish Sharma,ECE,3,54.16,26.42,27.06,35.76,25.97,104.81,3.89
1RV21ECE3069,Harish Aggarwal,ECE,3,40.83,17.48,30.96,23.61,41.76,46.8,7.58
1RV21ECE3070,Jyothi Patil,ECE,3,83.84,39.73,36.13,20.31,25.16,142.45,5.55
1RV21ECE3071,Priya Mehra,ECE,3,67.09,25.55,37.33,27.05,38.76,106.56,5.7
1RV21ECE3072,Shreya Gupta,ECE,3,61.64,22.08,49.3,16.47,30.79,98.79,4.08
1RV21ECE3073,Girish Mishra,ECE,3,38.02,19.2,17.89,30.53,39.8,36.6,1.85
1RV21ECE3074,Priya Pillai,ECE,3,74.84,37.36,23.05,48.58,40.28,114.65,7.88
1RV21ECE3075,Pooja Shetty,ECE,3,65.74,38.16,9.61,28.52,18.46,117.03,2.23
1RV21ECE3076,Sharath Kulkarni,ECE,3,99.5,34.65,31.7,27.82,29.13,134.18,3.85
1RV21ECE3077,Ishita Dubey,ECE,3,59.24,21.86,22.07,41.23,25.43,101.12,2.37
1RV21ECE3078,Darshan Tiwari,ECE,3,39.15,18.64,35.02,29.65,25.64,63.69,5.57
1RV21ECE3079,Venkat Patil,ECE,3,78.29,37.34,43.36,23.85,36.92,141.38,3.96
1RV21ECE3080,Mahesh Shetty,ECE,3,79.62,34.0,32.89,25.67,35.28,119.15,4.65
1RV21ECE3081,Srinivas Kumar,ECE,3,46.23,7.88,36.53,37.62,41.98,44.65,3.79
1RV21ECE3082,Murali Hegde,ECE,3,72.64,44.45,22.61,44.23,50.0,119.38,2.89
1RV21ECE3083,Naveen Verma,ECE,3,99.5,31.18,30.84,5.0,22.95,102.75,2.95
1RV21ECE3084,Chandana Joshi,ECE,3,31.92,15.69,8.67,36.91,39.75,49.11,5.2
1RV21ECE3085,Sanjana Swamy,ECE,3,60.56,31.36,24.87,23.44,15.52,98.73,3.63
1RV21ECE3086,Ananya Malhotra,ECE,3,58.84,31.87,17.81,50.0,24.54,89.32,4.79
1RV21ECE3087,Yogesh Bansal,ECE,3,64.24,28.34,24.97,18.41,28.98,83.74,3.29
1RV21ECE3088,Deepika Iyer,ECE,3,71.75,28.79,40.15,20.89,28.65,123.42,1.58
1RV21ECE3089,Ashwin Swamy,ECE,3,62.6,38.45,40.32,25.86,34.93,113.48,2.85
1RV21ECE3090,Shreya Patel,ECE,3,66.24,17.27,33.19,32.05,30.72,102.69,2.75
1RV21ECE3091,Divya Sharma,ECE,3,38.24,26.55,19.05,35.17,27.27,55.66,4.25
1RV21ECE3092,Abhishek Kamath,ECE,3,78.27,31.73,29.02,37.62,15.85,108.04,5.67
1RV21ECE3093,Jagadish Gupta,ECE,3,71.17,30.98,28.01,50.0,36.14,94.02,1.34
1RV21ECE3094,Ashwin Nair,ECE,3,40.44,11.01,30.78,28.18,35.54,42.07,9.21
1RV21ECE3095,Priya Bansal,ECE,3,69.38,22.37,11.55,19.13,23.9,78.08,3.19
1RV21ECE3096,Rakesh Kapoor,ECE,3,61.94,32.3,30.85,22.61,28.52,83.39,4.17
1RV21ECE3097,Gayathri Shetty,ECE,3,85.21,37.68,13.67,7.3,38.13,134.24,3.04
1RV21ECE3098,Kavya Nair,ECE,3,64.79,29.42,16.54,32.83,37.89,90.01,6.68
1RV21ECE3099,Sachin Bhat,ECE,3,59.76,18.5,40.86,36.21,31.64,74.69,1.77
1RV21ECE3100,Mohan Raju,ECE,3,68.13,22.76,48.54,33.1,34.13,92.15,4.64
1RV21ECE4001,Srinivas Aggarwal,ECE,4,54.47,10.31,38.96,13.7,26.21,30.0,0.2
1RV21ECE4002,Neha Kulkarni,ECE,4,88.78,42.15,24.71,24.06,38.91,151.45,0.2
1RV21ECE4003,Yashwanth Dubey,ECE,4,71.33,24.5,29.4,25.43,33.52,83.02,4.12
1RV21ECE4004,Ishita Patel,ECE,4,62.62,29.15,33.74,42.84,37.54,98.15,2.79
1RV21ECE4005,Manoj Shastri,ECE,4,77.83,33.0,33.21,15.28,35.22,116.44,3.49
1RV21ECE4006,Vivek Naik,ECE,4,76.29,34.43,7.98,34.55,49.61,121.2,5.04
1RV21ECE4007,Divya Hegde,ECE,4,92.97,25.75,38.77,24.78,36.65,123.24,3.32
1RV21ECE4008,Tejas Gowda,ECE,4,57.47,31.52,37.66,35.66,31.55,102.9,4.87
1RV21ECE4009,Santhosh Sharma,ECE,4,77.64,31.72,32.66,40.7,28.74,97.19,1.86
1RV21ECE4010,Pooja Nair,ECE,4,60.26,34.68,5.69,16.26,35.97,85.28,5.17
1RV21ECE4011,Swathi Joshi,ECE,4,49.88,24.0,20.53,28.27,27.57,102.24,5.33
1RV21ECE4012,Ajay Kamath,ECE,4,79.8,23.49,34.36,19.87,15.07,98.18,5.32
1RV21ECE4013,Bharath Pillai,ECE,4,92.43,27.38,37.65,5.0,30.03,113.0,2.27
1RV21ECE4014,Akash Swamy,ECE,4,47.44,12.68,27.87,36.07,37.14,40.83,0.2
1RV21ECE4015,Tanmay Gowda,ECE,4,62.58,29.92,35.93,48.18,25.6,104.57,1.62
1RV21ECE4016,Vinay Saxena,ECE,4,79.11,31.16,47.47,21.12,23.85,90.63,3.87
1RV21ECE4017,Anand Mishra,ECE,4,60.43,25.91,25.1,29.58,24.49,89.81,3.91
1RV21ECE4018,Rahul Gowda,ECE,4,68.52,27.58,30.03,34.46,42.06,91.35,4.85
1RV21ECE4019,Basavaraj Naik,ECE,4,71.6,21.25,18.45,26.4,23.67,89.11,1.37
1RV21ECE4020,Sharath Deshpande,ECE,4,70.27,32.33,18.39,46.58,32.69,138.67,3.28
1RV21ECE4021,Riya Murthy,ECE,4,38.34,22.04,27.47,29.05,36.86,87.82,4.19
1RV21ECE4022,Tanmay Mishra,ECE,4,35.26,12.63,33.65,13.67,40.82,31.6,2.62
1RV21ECE4023,Shiva Malhotra,ECE,4,52.63,20.43,37.25,17.63,22.84,84.49,5.95
1RV21ECE4024,Gayathri Kamath,ECE,4,65.71,27.38,32.16,48.11,35.79,80.81,5.91
1RV21ECE4025,Arjun Deshpande,ECE,4,56.85,29.22,40.29,27.43,37.32,97.45,3.65
1RV21ECE4026,Ananya Gowda,ECE,4,84.64,36.63,26.38,34.61,40.8,146.41,4.11
1RV21ECE4027,Bharath Kapoor,ECE,4,52.3,22.72,41.17,29.58,38.78,79.64,2.06
1RV21ECE4028,Meera Mishra,ECE,4,63.58,34.53,38.82,21.31,40.12,109.49,1.87
1RV21ECE4029,Pramod Patel,ECE,4,58.11,30.2,10.62,28.41,34.99,68.31,2.06
1RV21ECE4030,Rahul Patel,ECE,4,66.88,34.49,29.76,30.74,45.66,134.34,5.4
1RV21ECE4031,Meera Saxena,ECE,4,66.71,30.26,33.59,16.15,35.01,127.43,2.62
1RV21ECE4032,Sachin Shastri,ECE,4,58.26,22.7,22.58,20.82,34.51,59.08,3.24
1RV21ECE4033,Shiva Nair,ECE,4,87.52,29.89,23.61,27.28,17.77,113.4,5.4
1RV21ECE4034,Harish Malhotra,ECE,4,34.14,21.2,11.75,49.42,19.39,63.11,2.87
1RV21ECE4035,Anjali Menon,ECE,4,57.74,26.25,29.62,9.27,36.16,75.35,6.03
1RV21ECE4036,Shreya Raju,ECE,4,41.21,18.9,38.18,36.93,42.61,64.49,4.82
1RV21ECE4037,Mahesh Pillai,ECE,4,99.5,41.68,25.72,39.77,40.41,143.2,4.5
1RV21ECE4038,Harish Kulkarni,ECE,4,63.62,37.68,33.22,25.58,42.21,111.82,3.08
1RV21ECE4039,Mohan Reddy,ECE,4,99.5,44.18,26.71,36.52,50.0,163.59,5.64
1RV21ECE4040,Divya Prasad,ECE,4,54.67,33.16,24.39,31.4,34.39,96.73,0.2
1RV21ECE4041,Ramesh Saxena,ECE,4,99.5,35.5,29.76,50.0,31.34,139.34,4.06
1RV21ECE4042,Vinay Murthy,ECE,4,55.76,27.92,14.5,35.09,28.51,98.45,4.28
1RV21ECE4043,Prasad Swamy,ECE,4,41.57,26.06,41.59,32.68,29.63,71.08,1.54
1RV21ECE4044,Bhavya Bhat,ECE,4,64.53,37.83,13.84,16.63,41.82,116.72,3.17
1RV21ECE4045,Yogesh Kumar,ECE,4,83.62,26.85,44.27,21.88,32.61,94.1,2.04
1RV21ECE4046,Jyothi Joshi,ECE,4,65.24,23.53,28.4,26.71,31.4,120.53,2.49
1RV21ECE4047,Rajesh Patel,ECE,4,96.67,44.83,30.63,35.53,46.45,127.43,0.99
1RV21ECE4048,Arvind Kumar,ECE,4,44.3,20.14,34.04,30.35,20.71,65.05,0.2
1RV21ECE4049,Akshata Shastri,ECE,4,92.52,29.61,36.98,12.79,22.63,115.18,0.86
1RV21ECE4050,Rashmita Tiwari,ECE,4,51.36,19.55,14.05,23.58,26.55,50.79,4.4
1RV21ECE4051,Aarav Prasad,ECE,4,74.48,35.94,25.69,25.56,31.04,141.29,3.79
1RV21ECE4052,Aditya Bansal,ECE,4,45.54,16.76,13.69,22.7,40.31,60.76,2.11
1RV21ECE4053,Vishal Acharya,ECE,4,73.46,26.91,24.56,31.57,46.45,73.59,4.46
1RV21ECE4054,Rohan Mehra,ECE,4,61.95,21.61,18.8,50.0,17.56,88.84,6.15
1RV21ECE4055,Tanmay Patil,ECE,4,55.37,28.08,29.72,32.74,16.26,117.23,5.62
1RV21ECE4056,Chetan Tiwari,ECE,4,88.2,39.14,19.67,29.18,36.99,158.12,2.4
1RV21ECE4057,Harish Kamath,ECE,4,69.63,23.48,23.82,31.13,34.6,117.05,3.33
1RV21ECE4058,Varun Raju,ECE,4,59.1,26.07,27.67,35.97,30.01,77.8,3.91
1RV21ECE4059,Vinay Tiwari,ECE,4,86.42,38.71,48.71,6.48,26.03,136.49,2.1
1RV21ECE4060,Yashwanth Desai,ECE,4,81.92,40.54,35.65,50.0,37.69,117.44,3.81
1RV21ECE4061,Yogesh Bansal,ECE,4,62.22,16.2,41.84,28.44,12.82,98.84,3.04
1RV21ECE4062,Srinivas Kumar,ECE,4,62.03,22.63,26.24,5.0,30.51,89.22,2.84
1RV21ECE4063,Swathi Dubey,ECE,4,57.95,27.19,19.27,50.0,6.76,90.35,3.17
1RV21ECE4064,Chetan Kamath,ECE,4,85.77,38.86,25.52,40.06,12.94,114.23,3.3
1RV21ECE4065,Tanmay Acharya,ECE,4,68.37,21.98,42.12,23.67,42.33,76.04,2.42
1RV21ECE4066,Rahul Gupta,ECE,4,74.05,33.68,40.29,34.38,39.65,136.55,6.05
1RV21ECE4067,Murali Kumar,ECE,4,22.44,19.32,19.74,23.46,41.92,68.64,4.5
1RV21ECE4068,Shreya Kamath,ECE,4,82.64,35.46,35.5,19.23,30.61,136.92,1.99
1RV21ECE4069,Vinay Sharma,ECE,4,48.18,20.59,26.54,30.21,32.55,48.69,3.81
1RV21ECE4070,Riya Prasad,ECE,4,67.47,18.94,46.42,35.64,35.92,95.75,3.86
1RV21ECE4071,Manoj Tiwari,ECE,4,60.68,22.81,25.12,19.76,43.09,88.72,0.2
1RV21ECE4072,Tejas Kulkarni,ECE,4,81.98,34.15,33.07,21.98,24.76,123.89,3.74
1RV21ECE4073,Yogesh Murthy,ECE,4,80.9,35.84,31.07,46.85,29.52,123.03,3.96
1RV21ECE4074,Anand Kamath,ECE,4,86.28,26.22,10.16,33.25,37.25,112.93,0.71
1RV21ECE4075,Manish Bansal,ECE,4,87.07,42.0,35.91,16.53,12.31,139.28,1.21
1RV21ECE4076,Bharath Rao,ECE,4,73.23,31.08,11.76,19.14,24.7,103.25,3.73
1RV21ECE4077,Chandana Tiwari,ECE,4,59.05,17.91,24.77,5.0,18.2,68.56,5.25
1RV21ECE4078,Ananya Verma,ECE,4,79.62,27.49,50.0,24.27,24.03,103.89,5.4
1RV21ECE4079,Tejas Patil,ECE,4,33.98,12.67,18.09,26.89,22.4,55.44,2.89
1RV21ECE4080,Gayathri Desai,ECE,4,39.42,9.98,21.24,45.97,32.51,30.0,4.23
1RV21ECE4081,Akash Kumar,ECE,4,99.5,45.96,26.08,41.98,18.13,158.85,2.49
1RV21ECE4082,Varun Yadav,ECE,4,60.64,30.17,45.22,10.31,19.91,112.28,4.88
1RV21ECE4083,Aarav Prasad,ECE,4,77.75,34.68,14.82,30.42,46.88,88.39,1.83
1RV21ECE4084,Basavaraj Aggarwal,ECE,4,58.27,19.64,41.49,23.96,22.6,72.72,4.38
1RV21ECE4085,Vivek Pillai,ECE,4,72.32,31.01,49.46,23.99,34.3,127.4,2.37
1RV21ECE4086,Santhosh Pillai,ECE,4,55.3,33.17,38.82,34.88,38.56,124.6,6.09
